"GeneSymbol","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Gm2016",0.0158580000000002,4.142857,0.220759621140499,0.828469357844454,0.908000443233796,-7.27049747161099
"Syt17",-0.01926,6.071364,-0.220731949973923,0.828490487585435,0.908000443233796,-7.27050396438021
"Dab2ip",-0.0266339999999998,7.158743,-0.220652146110298,0.828551426697578,0.908000443233796,-7.27052268505146
"Sec31b",-0.0195900000000004,7.587061,-0.22057825640142,0.82860785071739,0.908017466099011,-7.27054001236592
"Lin28b",0.0203880000000002,5.421114,0.220322339313668,0.828803282960177,0.908061572185975,-7.27059998099255
"Brpf3",0.016478,8.982697,0.220322249493316,0.828803351553962,0.908061572185975,-7.27060000202787
"Gm1564",0.0196739999999996,4.356679,0.220275883859226,0.828838760140507,0.908061572185975,-7.27061085940844
"Gm3317",-0.0161600000000001,5.95053,-0.220237499329392,0.828868073995908,0.908061572185975,-7.2706198461472
"Gm3488",-0.0161600000000001,5.95053,-0.220237499329392,0.828868073995908,0.908061572185975,-7.2706198461472
"Rgs16",0.0187779999999997,5.789911,0.220204264502665,0.8288934552918,0.908061572185975,-7.27062762596072
"Olfr309",-0.0176979999999999,4.847315,-0.219959984075222,0.829080017300635,0.908116556765429,-7.27068477285191
"Elovl2",0.0195320000000006,6.356734,0.219894898196338,0.829129726537321,0.908116556765429,-7.27069998839576
"Atg2a",-0.0225539999999998,8.814215,-0.219812443753319,0.829192702078089,0.908116556765429,-7.2707192578794
"Stab2",0.0257799999999997,4.92001,0.219800225850724,0.829202033747123,0.908116556765429,-7.27072211257498
"Nkain3",-0.018552,6.091674,-0.219764293223515,0.829229478169493,0.908116556765429,-7.27073050726907
"Tmigd3",0.0280639999999998,4.33726,0.219758459366149,0.829233933942496,0.908116556765429,-7.27073187006468
"Dhdh",-0.0181060000000002,6.832509,-0.219729111469218,0.829256349318534,0.908116556765429,-7.2707387252213
"Atp5d",0.01942,10.78597,0.219710182618916,0.829270806903061,0.908116556765429,-7.2707431461881
"Mrgpra5",0.0170400000000006,5.463754,0.219651737080124,0.829315447172951,0.908120657819545,-7.27075679416996
"Alg2",0.0267119999999999,9.267726,0.219442216068217,0.829475482798817,0.908199824690551,-7.27080569109233
"Ctxn3",-0.0231800000000001,5.60409,-0.219360470309034,0.829537923697425,0.908199824690551,-7.27082475592431
"Btf3l4",-0.0191880000000009,9.978548,-0.219339949452328,0.829553598591073,0.908199824690551,-7.2708295407124
"Ints1",-0.0170400000000006,10.98804,-0.219262802306229,0.82961252825263,0.908199824690551,-7.27084752490946
"Spdl1",-0.020273999999999,8.052165,-0.219236619929063,0.829632528179633,0.908199824690551,-7.27085362699991
"Gm21693",-0.0300780000000003,5.059589,-0.219230625376174,0.829637107254749,0.908199824690551,-7.27085502399446
"F8",-0.0203080000000002,4.577196,-0.219182281557332,0.829674036011552,0.908199824690551,-7.2708662888445
"Kcnj10",-0.027354,5.802921,-0.219102017370194,0.829735348943083,0.908206913955346,-7.2708849861804
"Lce1l",0.0172340000000001,5.539291,0.219029552906662,0.829790704740377,0.908206913955346,-7.27090186074887
"Gm10319",-0.022394,5.235021,-0.219013183087397,0.829803209818968,0.908206913955346,-7.27090567196886
"Hebp2",-0.0188059999999997,7.462261,-0.218788105938138,0.829975153493929,0.908311606192593,-7.27095804572664
"1700074P13Rik",-0.016518,4.025665,-0.218719178721131,0.830027811021226,0.908311606192593,-7.27097407387397
"Zc3hav1l",-0.0204079999999996,7.239414,-0.218660448275453,0.830072679308169,0.908311606192593,-7.27098772693425
"Tex12",0.0285199999999999,4.6564,0.218637103442478,0.830090514226493,0.908311606192593,-7.27099315289361
"Kng2",0.0228960000000002,5.660948,0.218620258296161,0.830103383593284,0.908311606192593,-7.27099706779574
"Slc22a26",-0.0218640000000005,6.273062,-0.218457561815807,0.830227683169725,0.908402854519188,-7.2710348639087
"Spice1",-0.0496100000000004,6.601189,-0.218320998944531,0.830332020396713,0.908447933370062,-7.27106656733469
"Calcrl",0.0332680000000008,8.543506,0.218296546907482,0.8303507026755,0.908447933370062,-7.27107224186038
"Zkscan8",-0.0234679999999997,5.527344,-0.218217064825257,0.830411430720463,0.908469614276215,-7.27109068271605
"BC024978",0.018066000000001,9.062723,0.218135599196747,0.830473675455198,0.908474644913186,-7.27110957685817
"Gm12830",-0.0167919999999998,6.22354,-0.218040289348692,0.830546499521752,0.908483107648886,-7.27113167296515
"2410004B18Rik",-0.0173620000000006,8.212003,-0.217929251753134,0.830631342837144,0.908502534298484,-7.27115740321053
"Pml",-0.0228840000000001,9.628084,-0.217909958998723,0.830646084565529,0.908502534298484,-7.27116187250684
"Ahsa2",-0.0552080000000004,9.607684,-0.21763362367236,0.83085724157835,0.908650947304196,-7.27122584431734
"Trpm1",0.01744,7.874278,0.217625280262706,0.83086361726613,0.908650947304196,-7.27122777456828
"Epb42",0.0219700000000007,5.604395,0.217104349583794,0.831261715359445,0.909041546896082,-7.2713481465177
"Podn",0.02452,6.156934,0.21664168993816,0.831615322727692,0.909383456763241,-7.27145481347313
"Otud6a",0.024252,6.40161,0.216496744116009,0.831726111545051,0.90943766700177,-7.27148818447726
"Lekr1",0.0327860000000006,6.434345,0.216464447457867,0.831750797885318,0.90943766700177,-7.27149561714297
"Cacng1",-0.0237660000000001,6.903081,-0.216416090018977,0.831787760821668,0.90943766700177,-7.27150674393417
"Paqr4",-0.0199820000000001,8.236407,-0.216291357836658,0.831883104165507,0.909487759636727,-7.27153543275128
"Fut1",0.0194820000000002,6.374407,0.216195248990215,0.83195657014956,0.909487759636727,-7.27155752689949
"Lhx4",0.0206100000000009,8.199017,0.216193449683442,0.831957945562354,0.909487759636727,-7.27155794044322
"Eme1",0.0218119999999999,6.990724,0.216141830943588,0.831997403821511,0.909487759636727,-7.27156980278214
"Six1",-0.0321900000000003,6.615703,-0.216058729962422,0.83206092863907,0.90951242832189,-7.27158889404402
"Olfr1301",0.0302320000000005,5.761372,0.215982879334118,0.832118912138397,0.9095310377508,-7.2716063132752
"Pcsk1",-0.0197580000000003,4.603585,-0.21591550851051,0.832170414159107,0.909542561245122,-7.27162178000954
"Aox4",0.0155480000000002,6.369906,0.215400082004457,0.83256446142838,0.909928459025426,-7.27173995103366
"Krtap3-3",-0.0181260000000002,9.236011,-0.215185727239076,0.832728350949768,0.909946331370291,-7.27178901321343
"Krtap3-2",-0.0181260000000002,9.236011,-0.215185727239076,0.832728350949768,0.909946331370291,-7.27178901321343
"Lingo2",-0.0202120000000002,4.932646,-0.215133757781844,0.832768086526296,0.909946331370291,-7.27180090083465
"Clstn1",-0.019352,6.31537,-0.215078529679661,0.8328103141658,0.909946331370291,-7.27181353072014
"Olfr1044",-0.0215499999999994,5.334249,-0.215034259954553,0.832844163370847,0.909946331370291,-7.27182365225394
"Slc25a39",-0.0196900000000004,9.555803,-0.21483893154178,0.832993518112461,0.910039066378299,-7.27186828612267
"Oas3",0.0233600000000007,5.741012,0.214562544709174,0.833204864311568,0.910180402248262,-7.27193137354468
"Trim7",-0.0236740000000001,5.744975,-0.214241511054021,0.833450367638173,0.910386578465916,-7.27200455066767
"Gm11696",0.0188319999999998,7.825952,0.214208519132624,0.833475598496445,0.910386578465916,-7.27201206475138
"Blvra",-0.0181800000000002,11.29123,-0.213889195104296,0.833719814156358,0.910564727376505,-7.27208473306722
"Ugt2b5",-0.0173760000000001,4.731388,-0.21388802668675,0.833720707782541,0.910564727376505,-7.27208499876532
"Gm626",-0.0223359999999996,4.477638,-0.213798102690571,0.833789483943675,0.91059505633469,-7.27210544315211
"Gm5885",-0.0189319999999999,4.301844,-0.21367387665888,0.833884497497514,0.910644874091692,-7.27213367212083
"Olfr1168",-0.0200279999999995,4.171924,-0.213548704508116,0.833980237409409,0.910644874091692,-7.27216209959795
"Kctd11",0.0312300000000004,7.661211,0.213540467149862,0.833986537979855,0.910644874091692,-7.27216396977966
"A630073D07Rik",0.0159700000000003,3.985445,0.213482374441007,0.834030972125061,0.910644874091692,-7.27217715691505
"Nsg1",-0.0282979999999995,7.546585,-0.213470382645496,0.834040144522959,0.910644874091692,-7.27217987862745
"Vmn2r5",0.0216,4.63062,0.213337106018765,0.834142088096792,0.910711402147469,-7.27221011747132
"Cenpq",0.0382800000000006,5.61347,0.213184040780462,0.834259171840715,0.910794452797194,-7.27224482296278
"Fbp1",0.0242760000000004,6.144582,0.213123587725562,0.834305415142943,0.910796668354567,-7.27225852306572
"Hspb7",0.0236860000000002,6.083001,0.213062117899774,0.834352436872125,0.910796668354567,-7.27227244963497
"Fbxw26",-0.0216519999999999,4.585278,-0.213020532057043,0.834384248596639,0.910796668354567,-7.27228186903674
"AF366264",-0.0204179999999995,5.017621,-0.212911155429335,0.834467919352522,0.910843227346741,-7.27230663467037
"Hcrtr2",-0.0189259999999999,5.645105,-0.212851733755303,0.834513376521153,0.910848072697406,-7.27232008394209
"Fam151a",-0.0177220000000003,7.441511,-0.212792587939582,0.83455862326988,0.910852687915607,-7.2723334670733
"Pth1r",0.0223720000000001,6.447966,0.212631167296035,0.834682113701853,0.91088674572723,-7.27236997348403
"Olfr418",0.0295960000000004,4.759012,0.212620995296943,0.834689895662173,0.91088674572723,-7.2723722730311
"Bmp2",0.0200340000000005,5.710123,0.212590941687245,0.834712887904324,0.91088674572723,-7.27237906650349
"Bgn",0.032076,7.478954,0.212533796344165,0.834756606864727,0.910889691009244,-7.27239198129867
"Chdh",-0.0222459999999995,6.046805,-0.212367398022982,0.834883912884197,0.910983842047392,-7.27242956752028
"Vmn1r87",-0.0158160000000005,4.212368,-0.212172726678932,0.83503285578541,0.911026638411361,-7.27247350295542
"Fzd5",-0.0208579999999998,9.325087,-0.212051533074028,0.835125584241806,0.911026638411361,-7.27250083495778
"Tsc22d2",0.0174680000000005,10.039668,0.211995649572155,0.83516834305564,0.911026638411361,-7.27251343277223
"D030025P21Rik",-0.0200739999999997,7.508407,-0.211970122894687,0.83518787476846,0.911026638411361,-7.27251918615194
"Car14",-0.0190999999999994,5.65753,-0.211949844338691,0.835203390966615,0.911026638411361,-7.27252375618299
"Abca13",0.0187979999999999,4.126675,0.21194947036795,0.835203677112122,0.911026638411361,-7.27252384045798
"Pdzk1",-0.0182960000000003,6.255838,-0.211914722763194,0.835230264514325,0.911026638411361,-7.27253167024992
"Wnt4",0.0224900000000001,7.374881,0.211887174549736,0.835251343394438,0.911026638411361,-7.2725378768729
"Erbb2",-0.0278759999999996,7.025912,-0.2118313193498,0.835294082143208,0.911028506290377,-7.27255045861009
"Wdr11",0.0170200000000001,10.30343,0.211731065583538,0.835370794717814,0.911067426329933,-7.27257303313859
"Vmn2r53",0.0190820000000004,5.193203,0.21155999977673,0.835501695545876,0.911165438134354,-7.27261152817225
"Smad6",-0.0148679999999996,8.498034,-0.211310978762737,0.835692257321524,0.911328501010743,-7.27266751025249
"Gm3417",0.0198260000000003,6.921541,0.211079919846603,0.835869083293757,0.91137021759483,-7.272719395703
"Ccdc94",0.0193119999999998,9.718302,0.211063108660195,0.835881949005755,0.91137021759483,-7.27272316853894
"Id4",0.0188780000000001,8.078363,0.211053200465167,0.835889531835693,0.91137021759483,-7.27272539203718
"Mnat1",-0.0239540000000006,8.609957,-0.211046476058166,0.835894678093934,0.91137021759483,-7.2727269010024
"Cog1",-0.0148000000000002,10.8579,-0.210917408888807,0.835993456045303,0.911372655403014,-7.27275585457629
"Tcl1b3",0.0184680000000002,5.840426,0.210899070604021,0.836007490972183,0.911372655403014,-7.27275996696666
"Olfr1209",-0.0162039999999998,4.17923,-0.210882674925827,0.836020039203792,0.911372655403014,-7.27276364342349
"Prdm13",-0.0206160000000004,6.361936,-0.210641560605861,0.836204578447035,0.911502695053922,-7.27281767648142
"Snrpe",0.0170399999999996,11.92006,0.210619553501485,0.836221422302013,0.911502695053922,-7.27282260515427
"BC030499",0.0159179999999999,5.277385,0.210523218164818,0.836295156674774,0.911538322736958,-7.27284417422637
"Cacng5",-0.0235919999999998,6.632004,-0.210365038338087,0.83641622983891,0.911585309896175,-7.27287956874914
"Mpdu1",-0.0200800000000002,10.7963,-0.210334732907911,0.836439426551861,0.911585309896175,-7.27288634691387
"S100a5",0.0214059999999995,6.274343,0.210306000741424,0.836461419186007,0.911585309896175,-7.27289277230363
"Gm5415",-0.0218039999999998,5.895518,-0.210047674952106,0.836659157413801,0.911705723502345,-7.27295050266375
"Nxn",0.0167180000000007,8.540543,0.209928988183529,0.836750011308569,0.911705723502345,-7.27297700301189
"Spg20",0.0248560000000002,7.047402,0.209869321864485,0.836795686373656,0.911705723502345,-7.27299031966881
"4933417A18Rik",0.0172619999999997,4.851669,0.209841856594026,0.836816711472704,0.911705723502345,-7.27299644825452
"Clcc1",0.0191159999999997,6.987398,0.20983984698993,0.836818249861515,0.911705723502345,-7.2729968966452
"F830045P16Rik",-0.0224479999999999,4.888566,-0.209597904484811,0.837003466350336,0.91186277651845,-7.27305084861686
"Ptk7",0.0173160000000002,6.25245,0.209353368432148,0.837190678496182,0.91197724830445,-7.27310531608807
"Usp17lb",-0.0149919999999997,6.153262,-0.209175122607806,0.83732714655693,0.912038383740798,-7.27314497839266
"1700013D24Rik",0.0175579999999993,6.591241,0.209167079412857,0.837333304693147,0.912038383740798,-7.27314676732963
"Slc45a3",-0.0243660000000002,5.413751,-0.209119131203855,0.837370015658263,0.912038383740798,-7.27315743037032
"Baat",-0.0163820000000006,7.267987,-0.20893225420497,0.837513099519337,0.912125822353161,-7.27319896613148
"Galp",0.0185819999999998,7.766963,0.208858286899802,0.837569734823785,0.912125822353161,-7.2732153961007
"Supt16",0.0168000000000005,8.419786,0.208834277946956,0.837588118205642,0.912125822353161,-7.27322072784054
"Gm1527",0.0200559999999998,4.694326,0.208754958146521,0.837648853173682,0.912125822353161,-7.27323833829509
"Fmod",-0.0205519999999998,6.05095,-0.208738665428057,0.837661328599482,0.912125822353161,-7.27324195475519
"Ankef1",-0.0157180000000001,6.078727,-0.208692406488869,0.837696749575356,0.912125822353161,-7.27325222122481
"Foxd1",-0.0170679999999994,7.100394,-0.208489538635222,0.837852092022887,0.912241536549054,-7.27329721796362
"Mrpl51",0.0208000000000002,11.60484,0.208400576487085,0.837920215418214,0.912241536549054,-7.2733169363354
"Ankrd39",-0.0235179999999996,8.108737,-0.208392677593192,0.837926264117404,0.912241536549054,-7.27331868671313
"Otop1",0.0204660000000007,6.512781,0.208247373402782,0.838037534927486,0.912297165393638,-7.27335087404419
"Gm10465",-0.0322400000000005,5.802502,-0.208218654179147,0.838059527914295,0.912297165393638,-7.27335723319632
"Ahrr",-0.0177600000000002,8.557422,-0.208121134673239,0.838134208739256,0.91233373721882,-7.27337881994155
"Vmn1r1",-0.0166059999999997,5.842361,-0.207985282776313,0.838238247360134,0.912399398129015,-7.27340887512527
"Gm694",-0.0230460000000002,6.647883,-0.207868895802368,0.838327381776569,0.912399398129015,-7.27343460847627
"Nhlrc3",-0.0259119999999993,9.893212,-0.207835200332355,0.838353187723795,0.912399398129015,-7.27344205592788
"Ccdc27",-0.019948,7.151778,-0.207738636983603,0.838427142611755,0.912399398129015,-7.27346339193885
"Olfr1442",-0.0193459999999994,4.459813,-0.207652976929625,0.838492748329263,0.912399398129015,-7.27348231058065
"Olfr1056",-0.0201539999999996,5.506509,-0.207639331591366,0.838503199199023,0.912399398129015,-7.27348532353618
"Anapc11",0.0217399999999999,11.46445,0.207555495272697,0.838567409547054,0.912399398129015,-7.27350383067533
"Rrh",-0.0184579999999998,6.695765,-0.207539569664468,0.838579607126497,0.912399398129015,-7.27350734546546
"Ptch1",-0.0266720000000002,7.880898,-0.207443014015865,0.838653560966137,0.912399398129015,-7.27352864960912
"Krtap16-3",0.0192179999999997,8.062503,0.207414576998747,0.838675341729475,0.912399398129015,-7.27353492210541
"Vmn1r199",-0.0178620000000005,5.309933,-0.207407455774144,0.838680796110226,0.912399398129015,-7.27353649273603
"Tectb",0.0232819999999997,5.906635,0.207398592110464,0.838687585094544,0.912399398129015,-7.27353844759763
"Slain1",-0.0248620000000003,6.065481,-0.20704902925293,0.838955337913122,0.912618236327862,-7.27361547671236
"Rplp1",-0.0143799999999998,13.15057,-0.207028661902742,0.838970939223497,0.912618236327862,-7.27361996084779
"Ptn",0.0157800000000006,6.864648,0.206703544350267,0.8392199875032,0.912762553175603,-7.27369148032414
"Rtkn",0.0145780000000002,7.630749,0.206694491042758,0.839226922822043,0.912762553175603,-7.27369347027527
"Klk1b3",-0.0189399999999994,4.94227,-0.206573432193752,0.839319661721469,0.912818709383237,-7.27372007114299
"Hspb11",-0.0226239999999993,6.38118,-0.206469004548116,0.839399662034986,0.912841830244181,-7.27374300510953
"Zfp189",-0.0382060000000001,6.021081,-0.206438362573159,0.83942313670117,0.912841830244181,-7.27374973238584
"Olfr1105",0.0194320000000007,4.691054,0.206276102244437,0.839547446183767,0.912932304488357,-7.2737853392035
"AI429214",-0.0249719999999998,6.122308,-0.206040211069848,0.839728173021315,0.913041850739307,-7.27383705412657
"Stard10",-0.0192839999999992,7.669226,-0.206031519373639,0.839734832299978,0.913041850739307,-7.27383895850213
"Dnah1",0.0207619999999998,5.683625,0.20598361214434,0.839771537399784,0.913041850739307,-7.27384945368046
"Aox2",0.0201859999999997,5.629103,0.20565233230914,0.840025364779441,0.913273108949438,-7.27392196174648
"Ror1",-0.0206519999999997,6.7164,-0.205382105289807,0.840232427031697,0.913448691487233,-7.27398102112285
"Whamm",-0.0212219999999999,8.641835,-0.205334200611874,0.84026913541429,0.913448691487233,-7.27399148285939
"Abcc9",-0.0221939999999999,5.768875,-0.205137646852922,0.840419754608478,0.913529041493926,-7.27403438215872
"Mutyh",-0.0209559999999996,6.459508,-0.205130376536082,0.840425325978538,0.913529041493926,-7.2740359681755
"Lce1j",-0.0165560000000003,8.959452,-0.205070693444711,0.840471062503476,0.913534038862075,-7.27404898590657
"4921509C19Rik",0.0161360000000001,6.994952,0.204850346807316,0.840639924375295,0.913672857945172,-7.27409701403013
"Cnpy3",0.0203099999999992,8.472267,0.204727181808394,0.840734314988049,0.913730726244352,-7.27412383747787
"Cc2d1b",0.019794000000001,8.754883,0.204582815214183,0.840844957216459,0.913806250670419,-7.27415525789428
"Vmn1r37",0.0154220000000003,4.020673,0.204386097759561,0.840995726643851,0.91388908492041,-7.27419803665866
"Golim4",-0.0283380000000011,8.572981,-0.204375971550678,0.841003487811788,0.91388908492041,-7.27420023762717
"Setbp1",-0.0191479999999997,7.33116,-0.204200325826018,0.841138113081885,0.913947140847275,-7.27423839762047
"Acot11",0.0169120000000006,8.514768,0.204198870013271,0.841139228924424,0.913947140847275,-7.27423871376746
"Slc22a5",-0.0223879999999989,7.896332,-0.204074976986914,0.841234190999122,0.914005599634333,-7.27426561039825
"Pom121l2",0.023003999999999,6.308748,0.203791416706266,0.84145154518814,0.914155065507528,-7.27432710901731
"Man1a",0.0206119999999999,7.209746,0.203788095882914,0.841454090740065,0.914155065507528,-7.27432782873467
"Adamts3",0.0212460000000005,4.849141,0.203690815643493,0.841528660985391,0.914191352959327,-7.27434890697093
"Pde11a",0.0228619999999999,6.872097,0.203373027626271,0.841772272641709,0.914383878992481,-7.27441769409835
"Trpd52l3",-0.0193719999999998,6.82663,-0.203352200323702,0.841788239135517,0.914383878992481,-7.27442219856533
"Pdia6",0.0390719999999996,10.348776,0.203115717988334,0.841969534779959,0.914492301895136,-7.27447331209538
"Nrd1",-0.0145799999999998,11.52101,-0.203114565348879,0.841970418456545,0.914492301895136,-7.27447356108324
"Nppa",0.0162560000000002,7.460848,0.202899758099805,0.842135105325354,0.914581706306783,-7.27451993823255
"Ccdc141",-0.0213339999999992,6.739115,-0.202816665957872,0.842198811865352,0.914606162768095,-7.27453786484317
"Dyx1c1",-0.0197779999999997,6.350341,-0.202592468385014,0.842370709312074,0.914748103622863,-7.27458619764988
"Marc2",-0.0214200000000001,11.25917,-0.202318340291316,0.842580900974187,0.914839860425566,-7.27464522232894
"Rln1",0.0201020000000001,5.998365,0.202276370498595,0.842613083016746,0.914839860425566,-7.27465425216226
"Nf2",0.0176879999999998,9.511452,0.202242391224128,0.842639138218838,0.914839860425566,-7.27466156146511
"Olfr397",-0.01413,5.258225,-0.202228915378062,0.842649471508712,0.914839860425566,-7.27466445992466
"Nob1",0.0149040000000005,9.016524,0.202142581921017,0.842715672788456,0.914839860425566,-7.27468302444701
"Fam184b",0.0254400000000001,7.42132,0.201953106752525,0.842860968396663,0.914839860425566,-7.27472374018999
"Extl1",-0.0191859999999994,8.582605,-0.201879301574903,0.842917566170918,0.914839860425566,-7.2747395896875
"Ict1",0.0137799999999992,10.29965,0.201861788192526,0.842930996505436,0.914839860425566,-7.27474334980185
"Acsm5",-0.0237400000000006,6.188506,-0.201841411521992,0.842946622648569,0.914839860425566,-7.27474772425456
"Upk1a",0.0288560000000006,6.441672,0.201707138736758,0.843049593383516,0.914876274004766,-7.27477653888606
"Wdr88",0.0208459999999997,6.674471,0.201682987969673,0.843068114371892,0.914876274004766,-7.27478171956249
"Paqr9",-0.016208,5.039222,-0.20159227848522,0.843137679453993,0.914876274004766,-7.27480117250398
"Smad3",-0.0198979999999992,8.100065,-0.20157891160366,0.843147930627197,0.914876274004766,-7.27480403833935
"9230112D13Rik",-0.0191080000000004,5.403694,-0.201357234089963,0.843317941266952,0.915016036537376,-7.27485153805283
"Grid2ip",-0.0183019999999997,7.583727,-0.200890697881117,0.843675767315438,0.915359558753438,-7.27495133484988
"Olfr460",-0.0211720000000004,7.385056,-0.200715133755595,0.84381043156486,0.915460936258026,-7.27498883018414
"Defb38",-0.0230099999999997,4.866993,-0.200601598599561,0.84389751997495,0.915510690730556,-7.27501306060038
"V1ra8",-0.017908,4.849888,-0.200263092777835,0.844157187221892,0.915747655078131,-7.27508522284135
"Htra2",-0.0289760000000005,9.855576,-0.200155496414921,0.84423972815175,0.915792457786027,-7.27510813471822
"Vmn2r79",-0.01462,4.384816,-0.200067339632645,0.844307357715592,0.915821081742499,-7.27512689795064
"Gid8",0.0203180000000007,8.723639,0.199518253662198,0.844728618236474,0.916166306195124,-7.2752435800387
"Aurkc",0.016576000000001,8.287046,0.199511091728957,0.844734113220743,0.916166306195124,-7.2752450998602
"Olfr675",-0.0140160000000003,5.316098,-0.199491170984925,0.844749397430657,0.916166306195124,-7.27524932692164
"Olfr1138",0.0178620000000001,3.980289,0.199118579876772,0.845035280266444,0.916422690800099,-7.27532831116917
"Hsd11b2",0.0165560000000004,7.817918,0.199062475448954,0.845078330206191,0.916422690800099,-7.27534019182645
"Zfp408",0.016362,8.115293,0.198978330358411,0.845142897215336,0.916422690800099,-7.27535800412576
"Lrfn3",-0.0141559999999994,7.141146,-0.198957009632341,0.845159257420564,0.916422690800099,-7.2753625162262
"Axin2",-0.0244160000000006,6.686378,-0.198914154389455,0.845192142105108,0.916422690800099,-7.27537158421721
"Adcyap1",0.0203100000000001,6.837017,0.198801132301815,0.845278870286003,0.916471978593378,-7.27539548990417
"Bfsp2",0.0183420000000004,7.075709,0.198730321353629,0.845333208555327,0.916486145355902,-7.27541046048542
"Olfr347",-0.0254200000000006,5.024334,-0.198183836166992,0.845752592911777,0.916896063965187,-7.27552581790982
"Gm10767",-0.0229980000000004,6.955645,-0.198008536753002,0.845887131698436,0.916997151264181,-7.27556275490772
"Pitpnc1",-0.0213660000000002,8.284393,-0.197888206750824,0.845979485451723,0.917011308440182,-7.27558809059527
"Ndufa1",0.0142400000000003,12.11152,0.197846582870259,0.84601143249199,0.917011308440182,-7.27559685100937
"Mup12",-0.0173999999999998,4.26805,-0.197830107109846,0.846024077997569,0.917011308440182,-7.27560031809149
"Rap1gds1",0.0232160000000002,8.342046,0.197362273116512,0.846383169161045,0.917355752361878,-7.2756986470657
"Fgf20",0.0187220000000001,6.236295,0.197070236081237,0.846607343388092,0.917537134307123,-7.27575990981332
"Nap1l5",-0.0133140000000002,6.124875,-0.196934321301571,0.84671167934631,0.917537134307123,-7.2757883908893
"Olfr805",-0.0161040000000001,4.15063,-0.19689325981409,0.84674320107956,0.917537134307123,-7.27579699152102
"4933416I08Rik",0.0176959999999996,5.08502,0.196854975261326,0.84677259128451,0.917537134307123,-7.27580500889662
"Htr4",0.0155620000000005,7.841005,0.196794561131802,0.84681897035782,0.917537134307123,-7.27581765739306
"Ugt2b37",0.0177979999999999,4.229193,0.196776485172436,0.846832847130855,0.917537134307123,-7.27582144108364
"Mettl13",0.0203919999999997,7.456772,0.196724975097369,0.846872391303045,0.917537134307123,-7.27583222136445
"Spink14",-0.0156619999999999,4.709759,-0.196713666563205,0.84688107289736,0.917537134307123,-7.27583458769414
"Agxt2",0.0214380000000002,6.295675,0.196547482676409,0.847008655126176,0.917630589634183,-7.27586934634959
"Hic2",-0.0202580000000003,8.144645,-0.196361918979251,0.847151120830757,0.917659172447417,-7.27590812392043
"Olfr222",0.026704,6.67935,0.196324603247316,0.847179770488323,0.917659172447417,-7.27591591745533
"Rgs8",0.0202920000000004,7.854478,0.196318529864522,0.847184433431275,0.917659172447417,-7.27591718576543
"Slc22a23",-0.0211099999999999,7.555703,-0.196272471841125,0.847219795455564,0.917659172447417,-7.2759268028347
"Cnih2",-0.0234479999999993,6.674306,-0.196243991097089,0.847241662321758,0.917659172447417,-7.27593274858642
"Ghrhr",-0.0175120000000003,6.904656,-0.19611241361196,0.847342686211239,0.917723830171525,-7.27596020607847
"Paf1",0.0213339999999999,8.508487,0.195892774118429,0.847511329443317,0.917751614893055,-7.27600599948261
"Nudt16",0.0189639999999999,8.210958,0.195872263259864,0.847527078452733,0.917751614893055,-7.27601027325766
"Tmem104",0.0274859999999999,10.039933,0.195869002770265,0.847529581985628,0.917751614893055,-7.27601095259335
"Gm10665",0.0157499999999994,4.963931,0.195809872217899,0.847574985059298,0.917751614893055,-7.27602327072253
"Gm12216",-0.0192080000000004,7.34436,-0.195525626883007,0.847793249134404,0.917901446255414,-7.27608243333607
"Elmo1",0.0219739999999998,8.722627,0.195499393238523,0.847813393872932,0.917901446255414,-7.27608788927908
"1700003E16Rik",0.0245739999999996,6.668809,0.195251620187896,0.848003663514127,0.917996212189699,-7.27613938397466
"Fam71d",0.019358,4.471815,0.195246521415472,0.848007579061844,0.917996212189699,-7.27614044297098
"Ralgps1",-0.0186140000000007,6.829893,-0.194916714742679,0.848260859410432,0.918225633424396,-7.27620888417891
"Aebp2",0.0131999999999997,10.90492,0.194722164637525,0.848410275459436,0.91833468335407,-7.27624920309223
"Fam131c",0.0264859999999998,5.931069,0.194553394232398,0.848539897390794,0.91833468335407,-7.27628414693746
"A630095N17Rik",-0.0174799999999994,5.294238,-0.194544813339093,0.848546487956678,0.91833468335407,-7.27628592280296
"Itpkb",0.0159659999999987,10.135817,0.194517099651613,0.848567773569464,0.91833468335407,-7.27629165777876
"A230065H16Rik",0.0180199999999999,9.247278,0.194516314691383,0.848568376463215,0.91833468335407,-7.27629182020392
"Fam159a",0.0182620000000002,6.157917,0.194165798288917,0.848837602663195,0.918536514046046,-7.27636428444586
"LOC100862125",0.0149060000000003,6.463475,0.19369204894983,0.849201513277196,0.918840754462476,-7.27646201875083
"Olfr713",-0.0151559999999999,4.59732,-0.193345498946313,0.849467738310603,0.91908402830468,-7.27653336149
"Pou4f2",0.0211480000000002,7.61889,0.193021933807935,0.84971632322685,0.919298987800018,-7.27659985772232
"Foxa2",0.0195620000000001,7.199071,0.192979125187202,0.849749212986723,0.919298987800018,-7.27660864707186
"Srgap1",-0.0208240000000002,6.300492,-0.192898922295631,0.849810833456072,0.919311084803425,-7.27662510889158
"Pcdh18",-0.0216159999999997,5.47869,-0.192724499682704,0.849944847144305,0.919311084803425,-7.27666088601856
"Adam10",-0.0241600000000015,10.42416,-0.192607449602043,0.850034782638533,0.919311084803425,-7.27668487698561
